#alt[m],rho[g/cm^3],thick[g/cm^2]
771,1.14408E-03,9.41993E+02
772,1.14396E-03,9.41878E+02
773,1.14384E-03,9.41764E+02
774,1.14372E-03,9.41649E+02
775,1.14360E-03,9.41535E+02
776,1.14348E-03,9.41421E+02
777,1.14336E-03,9.41306E+02
778,1.14324E-03,9.41192E+02
779,1.14312E-03,9.41078E+02
780,1.14300E-03,9.40963E+02
781,1.14288E-03,9.40849E+02
782,1.14276E-03,9.40735E+02
783,1.14264E-03,9.40620E+02
784,1.14252E-03,9.40506E+02
785,1.14240E-03,9.40392E+02
786,1.14228E-03,9.40278E+02
787,1.14216E-03,9.40163E+02
788,1.14204E-03,9.40049E+02
789,1.14192E-03,9.39935E+02
790,1.14180E-03,9.39821E+02
791,1.14169E-03,9.39707E+02
792,1.14157E-03,9.39593E+02
793,1.14145E-03,9.39478E+02
794,1.14133E-03,9.39364E+02
795,1.14121E-03,9.39250E+02
796,1.14109E-03,9.39136E+02
797,1.14097E-03,9.39022E+02
798,1.14085E-03,9.38908E+02
799,1.14073E-03,9.38794E+02
800,1.14061E-03,9.38680E+02
801,1.14049E-03,9.38566E+02
802,1.14037E-03,9.38451E+02
803,1.14025E-03,9.38337E+02
804,1.14013E-03,9.38223E+02
805,1.14001E-03,9.38109E+02
806,1.13989E-03,9.37995E+02
807,1.13977E-03,9.37881E+02
808,1.13965E-03,9.37767E+02
809,1.13953E-03,9.37653E+02
810,1.13941E-03,9.37540E+02
811,1.13929E-03,9.37426E+02
812,1.13918E-03,9.37312E+02
813,1.13906E-03,9.37198E+02
814,1.13894E-03,9.37084E+02
815,1.13882E-03,9.36970E+02
816,1.13870E-03,9.36856E+02
817,1.13858E-03,9.36742E+02
818,1.13846E-03,9.36628E+02
819,1.13834E-03,9.36514E+02
820,1.13822E-03,9.36401E+02
821,1.13810E-03,9.36287E+02
822,1.13798E-03,9.36173E+02
823,1.13786E-03,9.36059E+02
824,1.13774E-03,9.35945E+02
825,1.13762E-03,9.35832E+02
826,1.13751E-03,9.35718E+02
827,1.13739E-03,9.35604E+02
828,1.13727E-03,9.35490E+02
829,1.13715E-03,9.35377E+02
830,1.13703E-03,9.35263E+02
831,1.13691E-03,9.35149E+02
832,1.13679E-03,9.35036E+02
833,1.13667E-03,9.34922E+02
834,1.13655E-03,9.34808E+02
835,1.13643E-03,9.34695E+02
836,1.13631E-03,9.34581E+02
837,1.13619E-03,9.34467E+02
838,1.13608E-03,9.34354E+02
839,1.13596E-03,9.34240E+02
840,1.13584E-03,9.34126E+02
841,1.13572E-03,9.34013E+02
842,1.13560E-03,9.33899E+02
843,1.13548E-03,9.33786E+02
844,1.13536E-03,9.33672E+02
845,1.13524E-03,9.33559E+02
846,1.13512E-03,9.33445E+02
847,1.13500E-03,9.33332E+02
848,1.13489E-03,9.33218E+02
849,1.13477E-03,9.33105E+02
850,1.13465E-03,9.32991E+02
851,1.13453E-03,9.32878E+02
852,1.13441E-03,9.32764E+02
853,1.13429E-03,9.32651E+02
854,1.13417E-03,9.32537E+02
855,1.13405E-03,9.32424E+02
856,1.13393E-03,9.32311E+02
857,1.13382E-03,9.32197E+02
858,1.13370E-03,9.32084E+02
859,1.13358E-03,9.31970E+02
860,1.13346E-03,9.31857E+02
861,1.13334E-03,9.31744E+02
862,1.13322E-03,9.31630E+02
863,1.13310E-03,9.31517E+02
864,1.13298E-03,9.31404E+02
865,1.13287E-03,9.31290E+02
866,1.13275E-03,9.31177E+02
867,1.13263E-03,9.31064E+02
868,1.13251E-03,9.30951E+02
869,1.13239E-03,9.30837E+02
870,1.13227E-03,9.30724E+02
871,1.13215E-03,9.30611E+02
872,1.13204E-03,9.30498E+02
873,1.13192E-03,9.30384E+02
874,1.13180E-03,9.30271E+02
875,1.13168E-03,9.30158E+02
876,1.13156E-03,9.30045E+02
877,1.13144E-03,9.29932E+02
878,1.13132E-03,9.29819E+02
879,1.13121E-03,9.29706E+02
880,1.13109E-03,9.29592E+02
881,1.13097E-03,9.29479E+02
882,1.13085E-03,9.29366E+02
883,1.13073E-03,9.29253E+02
884,1.13061E-03,9.29140E+02
885,1.13049E-03,9.29027E+02
886,1.13038E-03,9.28914E+02
887,1.13026E-03,9.28801E+02
888,1.13014E-03,9.28688E+02
889,1.13002E-03,9.28575E+02
890,1.12990E-03,9.28462E+02
891,1.12978E-03,9.28349E+02
892,1.12967E-03,9.28236E+02
893,1.12955E-03,9.28123E+02
894,1.12943E-03,9.28010E+02
895,1.12931E-03,9.27897E+02
896,1.12919E-03,9.27784E+02
897,1.12907E-03,9.27671E+02
898,1.12896E-03,9.27558E+02
899,1.12884E-03,9.27445E+02
900,1.12872E-03,9.27332E+02
901,1.12860E-03,9.27220E+02
902,1.12848E-03,9.27107E+02
903,1.12836E-03,9.26994E+02
904,1.12825E-03,9.26881E+02
905,1.12813E-03,9.26768E+02
906,1.12801E-03,9.26655E+02
907,1.12789E-03,9.26543E+02
908,1.12777E-03,9.26430E+02
909,1.12765E-03,9.26317E+02
910,1.12754E-03,9.26204E+02
911,1.12742E-03,9.26092E+02
912,1.12730E-03,9.25979E+02
913,1.12718E-03,9.25866E+02
914,1.12706E-03,9.25753E+02
915,1.12695E-03,9.25641E+02
916,1.12683E-03,9.25528E+02
917,1.12671E-03,9.25415E+02
918,1.12659E-03,9.25303E+02
919,1.12647E-03,9.25190E+02
920,1.12636E-03,9.25077E+02
921,1.12624E-03,9.24965E+02
922,1.12612E-03,9.24852E+02
923,1.12600E-03,9.24739E+02
924,1.12588E-03,9.24627E+02
925,1.12577E-03,9.24514E+02
926,1.12565E-03,9.24402E+02
927,1.12553E-03,9.24289E+02
928,1.12541E-03,9.24177E+02
929,1.12529E-03,9.24064E+02
930,1.12518E-03,9.23951E+02
931,1.12506E-03,9.23839E+02
932,1.12494E-03,9.23726E+02
933,1.12482E-03,9.23614E+02
934,1.12470E-03,9.23501E+02
935,1.12459E-03,9.23389E+02
936,1.12447E-03,9.23277E+02
937,1.12435E-03,9.23164E+02
938,1.12423E-03,9.23052E+02
939,1.12411E-03,9.22939E+02
940,1.12400E-03,9.22827E+02
941,1.12388E-03,9.22714E+02
942,1.12376E-03,9.22602E+02
943,1.12364E-03,9.22490E+02
944,1.12353E-03,9.22377E+02
945,1.12341E-03,9.22265E+02
946,1.12329E-03,9.22153E+02
947,1.12317E-03,9.22040E+02
948,1.12306E-03,9.21928E+02
949,1.12294E-03,9.21816E+02
950,1.12282E-03,9.21703E+02
951,1.12270E-03,9.21591E+02
952,1.12258E-03,9.21479E+02
953,1.12247E-03,9.21367E+02
954,1.12235E-03,9.21254E+02
955,1.12223E-03,9.21142E+02
956,1.12211E-03,9.21030E+02
957,1.12200E-03,9.20918E+02
958,1.12188E-03,9.20805E+02
959,1.12176E-03,9.20693E+02
960,1.12164E-03,9.20581E+02
961,1.12153E-03,9.20469E+02
962,1.12141E-03,9.20357E+02
963,1.12129E-03,9.20245E+02
964,1.12117E-03,9.20132E+02
965,1.12106E-03,9.20020E+02
966,1.12094E-03,9.19908E+02
967,1.12082E-03,9.19796E+02
968,1.12070E-03,9.19684E+02
969,1.12059E-03,9.19572E+02
970,1.12047E-03,9.19460E+02
971,1.12035E-03,9.19348E+02
972,1.12023E-03,9.19236E+02
973,1.12012E-03,9.19124E+02
974,1.12000E-03,9.19012E+02
975,1.11988E-03,9.18900E+02
976,1.11976E-03,9.18788E+02
977,1.11965E-03,9.18676E+02
978,1.11953E-03,9.18564E+02
979,1.11941E-03,9.18452E+02
980,1.11930E-03,9.18340E+02
981,1.11918E-03,9.18228E+02
982,1.11906E-03,9.18116E+02
983,1.11894E-03,9.18004E+02
984,1.11883E-03,9.17892E+02
985,1.11871E-03,9.17780E+02
986,1.11859E-03,9.17669E+02
987,1.11847E-03,9.17557E+02
988,1.11836E-03,9.17445E+02
989,1.11824E-03,9.17333E+02
990,1.11812E-03,9.17221E+02
991,1.11801E-03,9.17109E+02
992,1.11789E-03,9.16998E+02
993,1.11777E-03,9.16886E+02
994,1.11765E-03,9.16774E+02
995,1.11754E-03,9.16662E+02
996,1.11742E-03,9.16551E+02
997,1.11730E-03,9.16439E+02
998,1.11719E-03,9.16327E+02
999,1.11707E-03,9.16215E+02
1000,1.11695E-03,9.16104E+02
1001,1.11683E-03,9.15992E+02
1002,1.11672E-03,9.15880E+02
1003,1.11660E-03,9.15769E+02
1004,1.11648E-03,9.15657E+02
1005,1.11637E-03,9.15545E+02
1006,1.11625E-03,9.15434E+02
1007,1.11613E-03,9.15322E+02
1008,1.11602E-03,9.15210E+02
1009,1.11590E-03,9.15099E+02
1010,1.11578E-03,9.14987E+02
1011,1.11567E-03,9.14876E+02
1012,1.11555E-03,9.14764E+02
1013,1.11543E-03,9.14653E+02
1014,1.11531E-03,9.14541E+02
1015,1.11520E-03,9.14429E+02
1016,1.11508E-03,9.14318E+02
1017,1.11496E-03,9.14206E+02
1018,1.11485E-03,9.14095E+02
1019,1.11473E-03,9.13983E+02
1020,1.11461E-03,9.13872E+02
1021,1.11450E-03,9.13760E+02
1022,1.11438E-03,9.13649E+02
1023,1.11426E-03,9.13538E+02
1024,1.11415E-03,9.13426E+02
1025,1.11403E-03,9.13315E+02
1026,1.11391E-03,9.13203E+02
1027,1.11380E-03,9.13092E+02
1028,1.11368E-03,9.12981E+02
1029,1.11356E-03,9.12869E+02
1030,1.11345E-03,9.12758E+02
1031,1.11333E-03,9.12647E+02
1032,1.11321E-03,9.12535E+02
1033,1.11310E-03,9.12424E+02
1034,1.11298E-03,9.12313E+02
1035,1.11286E-03,9.12201E+02
1036,1.11275E-03,9.12090E+02
1037,1.11263E-03,9.11979E+02
1038,1.11251E-03,9.11867E+02
1039,1.11240E-03,9.11756E+02
1040,1.11228E-03,9.11645E+02
1041,1.11216E-03,9.11534E+02
1042,1.11205E-03,9.11422E+02
1043,1.11193E-03,9.11311E+02
1044,1.11181E-03,9.11200E+02
1045,1.11170E-03,9.11089E+02
1046,1.11158E-03,9.10978E+02
1047,1.11146E-03,9.10867E+02
1048,1.11135E-03,9.10755E+02
1049,1.11123E-03,9.10644E+02
1050,1.11111E-03,9.10533E+02
1051,1.11100E-03,9.10422E+02
1052,1.11088E-03,9.10311E+02
1053,1.11077E-03,9.10200E+02
1054,1.11065E-03,9.10089E+02
1055,1.11053E-03,9.09978E+02
1056,1.11042E-03,9.09867E+02
1057,1.11030E-03,9.09756E+02
1058,1.11018E-03,9.09645E+02
1059,1.11007E-03,9.09534E+02
1060,1.10995E-03,9.09423E+02
1061,1.10983E-03,9.09312E+02
1062,1.10972E-03,9.09201E+02
1063,1.10960E-03,9.09090E+02
1064,1.10949E-03,9.08979E+02
1065,1.10937E-03,9.08868E+02
1066,1.10925E-03,9.08757E+02
1067,1.10914E-03,9.08646E+02
1068,1.10902E-03,9.08535E+02
1069,1.10890E-03,9.08424E+02
1070,1.10879E-03,9.08313E+02
1071,1.10867E-03,9.08202E+02
1072,1.10856E-03,9.08091E+02
1073,1.10844E-03,9.07981E+02
1074,1.10832E-03,9.07870E+02
1075,1.10821E-03,9.07759E+02
1076,1.10809E-03,9.07648E+02
1077,1.10798E-03,9.07537E+02
1078,1.10786E-03,9.07426E+02
1079,1.10774E-03,9.07316E+02
1080,1.10763E-03,9.07205E+02
1081,1.10751E-03,9.07094E+02
1082,1.10739E-03,9.06983E+02
1083,1.10728E-03,9.06873E+02
1084,1.10716E-03,9.06762E+02
1085,1.10705E-03,9.06651E+02
1086,1.10693E-03,9.06541E+02
1087,1.10681E-03,9.06430E+02
1088,1.10670E-03,9.06319E+02
1089,1.10658E-03,9.06208E+02
1090,1.10647E-03,9.06098E+02
1091,1.10635E-03,9.05987E+02
1092,1.10623E-03,9.05877E+02
1093,1.10612E-03,9.05766E+02
1094,1.10600E-03,9.05655E+02
1095,1.10589E-03,9.05545E+02
1096,1.10577E-03,9.05434E+02
1097,1.10566E-03,9.05324E+02
1098,1.10554E-03,9.05213E+02
1099,1.10542E-03,9.05102E+02
1100,1.10531E-03,9.04992E+02
1101,1.10519E-03,9.04881E+02
1102,1.10508E-03,9.04771E+02
1103,1.10496E-03,9.04660E+02
1104,1.10484E-03,9.04550E+02
1105,1.10473E-03,9.04439E+02
1106,1.10461E-03,9.04329E+02
1107,1.10450E-03,9.04218E+02
1108,1.10438E-03,9.04108E+02
1109,1.10427E-03,9.03997E+02
1110,1.10415E-03,9.03887E+02
1111,1.10403E-03,9.03777E+02
1112,1.10392E-03,9.03666E+02
1113,1.10380E-03,9.03556E+02
1114,1.10369E-03,9.03445E+02
1115,1.10357E-03,9.03335E+02
1116,1.10346E-03,9.03225E+02
1117,1.10334E-03,9.03114E+02
1118,1.10322E-03,9.03004E+02
1119,1.10311E-03,9.02894E+02
1120,1.10299E-03,9.02783E+02
1121,1.10288E-03,9.02673E+02
1122,1.10276E-03,9.02563E+02
1123,1.10265E-03,9.02453E+02
1124,1.10253E-03,9.02342E+02
1125,1.10242E-03,9.02232E+02
1126,1.10230E-03,9.02122E+02
1127,1.10218E-03,9.02012E+02
1128,1.10207E-03,9.01901E+02
1129,1.10195E-03,9.01791E+02
1130,1.10184E-03,9.01681E+02
1131,1.10172E-03,9.01571E+02
1132,1.10161E-03,9.01461E+02
1133,1.10149E-03,9.01350E+02
1134,1.10138E-03,9.01240E+02
1135,1.10126E-03,9.01130E+02
1136,1.10115E-03,9.01020E+02
1137,1.10103E-03,9.00910E+02
1138,1.10092E-03,9.00800E+02
1139,1.10080E-03,9.00690E+02
1140,1.10068E-03,9.00580E+02
1141,1.10057E-03,9.00470E+02
1142,1.10045E-03,9.00360E+02
1143,1.10034E-03,9.00249E+02
1144,1.10022E-03,9.00139E+02
1145,1.10011E-03,9.00029E+02
1146,1.09999E-03,8.99919E+02
1147,1.09988E-03,8.99809E+02
1148,1.09976E-03,8.99699E+02
1149,1.09965E-03,8.99589E+02
1150,1.09953E-03,8.99479E+02
1151,1.09942E-03,8.99370E+02
1152,1.09930E-03,8.99260E+02
1153,1.09919E-03,8.99150E+02
1154,1.09907E-03,8.99040E+02
1155,1.09896E-03,8.98930E+02
1156,1.09884E-03,8.98820E+02
1157,1.09873E-03,8.98710E+02
1158,1.09861E-03,8.98600E+02
1159,1.09850E-03,8.98490E+02
1160,1.09838E-03,8.98380E+02
1161,1.09826E-03,8.98271E+02
1162,1.09815E-03,8.98161E+02
1163,1.09803E-03,8.98051E+02
1164,1.09792E-03,8.97941E+02
1165,1.09780E-03,8.97831E+02
1166,1.09769E-03,8.97722E+02
1167,1.09757E-03,8.97612E+02
1168,1.09746E-03,8.97502E+02
1169,1.09734E-03,8.97392E+02
1170,1.09723E-03,8.97283E+02
1171,1.09711E-03,8.97173E+02
1172,1.09700E-03,8.97063E+02
1173,1.09688E-03,8.96953E+02
1174,1.09677E-03,8.96844E+02
1175,1.09665E-03,8.96734E+02
1176,1.09654E-03,8.96624E+02
1177,1.09642E-03,8.96515E+02
1178,1.09631E-03,8.96405E+02
1179,1.09620E-03,8.96296E+02
1180,1.09608E-03,8.96186E+02
1181,1.09597E-03,8.96076E+02
1182,1.09585E-03,8.95967E+02
1183,1.09574E-03,8.95857E+02
1184,1.09562E-03,8.95748E+02
1185,1.09551E-03,8.95638E+02
1186,1.09539E-03,8.95528E+02
1187,1.09528E-03,8.95419E+02
1188,1.09516E-03,8.95309E+02
1189,1.09505E-03,8.95200E+02
1190,1.09493E-03,8.95090E+02
1191,1.09482E-03,8.94981E+02
1192,1.09470E-03,8.94871E+02
1193,1.09459E-03,8.94762E+02
1194,1.09447E-03,8.94652E+02
1195,1.09436E-03,8.94543E+02
1196,1.09424E-03,8.94434E+02
1197,1.09413E-03,8.94324E+02
1198,1.09401E-03,8.94215E+02
1199,1.09390E-03,8.94105E+02
1200,1.09379E-03,8.93996E+02
1201,1.09367E-03,8.93887E+02
1202,1.09356E-03,8.93777E+02
1203,1.09344E-03,8.93668E+02
1204,1.09333E-03,8.93558E+02
1205,1.09321E-03,8.93449E+02
1206,1.09310E-03,8.93340E+02
1207,1.09298E-03,8.93231E+02
1208,1.09287E-03,8.93121E+02
1209,1.09275E-03,8.93012E+02
1210,1.09264E-03,8.92903E+02
1211,1.09253E-03,8.92793E+02
1212,1.09241E-03,8.92684E+02
1213,1.09230E-03,8.92575E+02
1214,1.09218E-03,8.92466E+02
1215,1.09207E-03,8.92356E+02
1216,1.09195E-03,8.92247E+02
1217,1.09184E-03,8.92138E+02
1218,1.09172E-03,8.92029E+02
1219,1.09161E-03,8.91920E+02
1220,1.09150E-03,8.91811E+02
1221,1.09138E-03,8.91701E+02
1222,1.09127E-03,8.91592E+02
1223,1.09115E-03,8.91483E+02
1224,1.09104E-03,8.91374E+02
1225,1.09092E-03,8.91265E+02
1226,1.09081E-03,8.91156E+02
1227,1.09069E-03,8.91047E+02
1228,1.09058E-03,8.90938E+02
1229,1.09047E-03,8.90829E+02
1230,1.09035E-03,8.90720E+02
1231,1.09024E-03,8.90611E+02
1232,1.09012E-03,8.90501E+02
1233,1.09001E-03,8.90392E+02
1234,1.08990E-03,8.90283E+02
1235,1.08978E-03,8.90174E+02
1236,1.08967E-03,8.90065E+02
1237,1.08955E-03,8.89957E+02
1238,1.08944E-03,8.89848E+02
1239,1.08932E-03,8.89739E+02
1240,1.08921E-03,8.89630E+02
1241,1.08910E-03,8.89521E+02
1242,1.08898E-03,8.89412E+02
1243,1.08887E-03,8.89303E+02
1244,1.08875E-03,8.89194E+02
1245,1.08864E-03,8.89085E+02
1246,1.08853E-03,8.88976E+02
1247,1.08841E-03,8.88867E+02
1248,1.08830E-03,8.88759E+02
1249,1.08818E-03,8.88650E+02
1250,1.08807E-03,8.88541E+02
1251,1.08796E-03,8.88432E+02
1252,1.08784E-03,8.88323E+02
1253,1.08773E-03,8.88215E+02
1254,1.08761E-03,8.88106E+02
1255,1.08750E-03,8.87997E+02
1256,1.08739E-03,8.87888E+02
1257,1.08727E-03,8.87780E+02
1258,1.08716E-03,8.87671E+02
1259,1.08704E-03,8.87562E+02
1260,1.08693E-03,8.87453E+02
1261,1.08682E-03,8.87345E+02
1262,1.08670E-03,8.87236E+02
1263,1.08659E-03,8.87127E+02
1264,1.08647E-03,8.87019E+02
1265,1.08636E-03,8.86910E+02
1266,1.08625E-03,8.86801E+02
1267,1.08613E-03,8.86693E+02
1268,1.08602E-03,8.86584E+02
1269,1.08590E-03,8.86476E+02
1270,1.08579E-03,8.86367E+02
1271,1.08568E-03,8.86258E+02
1272,1.08556E-03,8.86150E+02
1273,1.08545E-03,8.86041E+02
1274,1.08534E-03,8.85933E+02
1275,1.08522E-03,8.85824E+02
1276,1.08511E-03,8.85716E+02
1277,1.08499E-03,8.85607E+02
1278,1.08488E-03,8.85499E+02
1279,1.08477E-03,8.85390E+02
1280,1.08465E-03,8.85282E+02
1281,1.08454E-03,8.85173E+02
1282,1.08443E-03,8.85065E+02
1283,1.08431E-03,8.84956E+02
1284,1.08420E-03,8.84848E+02
1285,1.08409E-03,8.84740E+02
1286,1.08397E-03,8.84631E+02
1287,1.08386E-03,8.84523E+02
1288,1.08374E-03,8.84414E+02
1289,1.08363E-03,8.84306E+02
1290,1.08352E-03,8.84198E+02
1291,1.08340E-03,8.84089E+02
1292,1.08329E-03,8.83981E+02
1293,1.08318E-03,8.83873E+02
1294,1.08306E-03,8.83764E+02
1295,1.08295E-03,8.83656E+02
1296,1.08284E-03,8.83548E+02
1297,1.08272E-03,8.83439E+02
1298,1.08261E-03,8.83331E+02
1299,1.08250E-03,8.83223E+02
1300,1.08238E-03,8.83115E+02
1301,1.08227E-03,8.83006E+02
1302,1.08216E-03,8.82898E+02
1303,1.08204E-03,8.82790E+02
1304,1.08193E-03,8.82682E+02
1305,1.08182E-03,8.82574E+02
1306,1.08170E-03,8.82465E+02
1307,1.08159E-03,8.82357E+02
1308,1.08148E-03,8.82249E+02
1309,1.08136E-03,8.82141E+02
1310,1.08125E-03,8.82033E+02
1311,1.08114E-03,8.81925E+02
1312,1.08102E-03,8.81816E+02
1313,1.08091E-03,8.81708E+02
1314,1.08080E-03,8.81600E+02
1315,1.08068E-03,8.81492E+02
1316,1.08057E-03,8.81384E+02
1317,1.08046E-03,8.81276E+02
1318,1.08034E-03,8.81168E+02
1319,1.08023E-03,8.81060E+02
1320,1.08012E-03,8.80952E+02
1321,1.08000E-03,8.80844E+02
1322,1.07989E-03,8.80736E+02
1323,1.07978E-03,8.80628E+02
1324,1.07966E-03,8.80520E+02
1325,1.07955E-03,8.80412E+02
1326,1.07944E-03,8.80304E+02
1327,1.07932E-03,8.80196E+02
1328,1.07921E-03,8.80088E+02
1329,1.07910E-03,8.79980E+02
1330,1.07899E-03,8.79872E+02
1331,1.07887E-03,8.79764E+02
1332,1.07876E-03,8.79657E+02
1333,1.07865E-03,8.79549E+02
1334,1.07853E-03,8.79441E+02
1335,1.07842E-03,8.79333E+02
1336,1.07831E-03,8.79225E+02
1337,1.07819E-03,8.79117E+02
1338,1.07808E-03,8.79010E+02
1339,1.07797E-03,8.78902E+02
1340,1.07786E-03,8.78794E+02
1341,1.07774E-03,8.78686E+02
1342,1.07763E-03,8.78578E+02
1343,1.07752E-03,8.78471E+02
1344,1.07740E-03,8.78363E+02
1345,1.07729E-03,8.78255E+02
1346,1.07718E-03,8.78147E+02
1347,1.07706E-03,8.78040E+02
1348,1.07695E-03,8.77932E+02
1349,1.07684E-03,8.77824E+02
1350,1.07673E-03,8.77717E+02
1351,1.07661E-03,8.77609E+02
1352,1.07650E-03,8.77501E+02
1353,1.07639E-03,8.77394E+02
1354,1.07628E-03,8.77286E+02
1355,1.07616E-03,8.77178E+02
1356,1.07605E-03,8.77071E+02
1357,1.07594E-03,8.76963E+02
1358,1.07582E-03,8.76855E+02
1359,1.07571E-03,8.76748E+02
1360,1.07560E-03,8.76640E+02
1361,1.07549E-03,8.76533E+02
1362,1.07537E-03,8.76425E+02
1363,1.07526E-03,8.76318E+02
1364,1.07515E-03,8.76210E+02
1365,1.07504E-03,8.76103E+02
1366,1.07492E-03,8.75995E+02
1367,1.07481E-03,8.75888E+02
1368,1.07470E-03,8.75780E+02
1369,1.07458E-03,8.75673E+02
1370,1.07447E-03,8.75565E+02
1371,1.07436E-03,8.75458E+02
1372,1.07425E-03,8.75350E+02
1373,1.07413E-03,8.75243E+02
1374,1.07402E-03,8.75136E+02
1375,1.07391E-03,8.75028E+02
1376,1.07380E-03,8.74921E+02
1377,1.07368E-03,8.74813E+02
1378,1.07357E-03,8.74706E+02
1379,1.07346E-03,8.74599E+02
1380,1.07335E-03,8.74491E+02
1381,1.07323E-03,8.74384E+02
1382,1.07312E-03,8.74277E+02
1383,1.07301E-03,8.74169E+02
1384,1.07290E-03,8.74062E+02
1385,1.07278E-03,8.73955E+02
1386,1.07267E-03,8.73847E+02
1387,1.07256E-03,8.73740E+02
1388,1.07245E-03,8.73633E+02
1389,1.07233E-03,8.73526E+02
1390,1.07222E-03,8.73418E+02
1391,1.07211E-03,8.73311E+02
1392,1.07200E-03,8.73204E+02
1393,1.07189E-03,8.73097E+02
1394,1.07177E-03,8.72990E+02
1395,1.07166E-03,8.72882E+02
1396,1.07155E-03,8.72775E+02
1397,1.07144E-03,8.72668E+02
1398,1.07132E-03,8.72561E+02
1399,1.07121E-03,8.72454E+02
1400,1.07110E-03,8.72347E+02
1401,1.07099E-03,8.72240E+02
1402,1.07087E-03,8.72133E+02
1403,1.07076E-03,8.72025E+02
1404,1.07065E-03,8.71918E+02
1405,1.07054E-03,8.71811E+02
1406,1.07043E-03,8.71704E+02
1407,1.07031E-03,8.71597E+02
1408,1.07020E-03,8.71490E+02
1409,1.07009E-03,8.71383E+02
1410,1.06998E-03,8.71276E+02
1411,1.06987E-03,8.71169E+02
1412,1.06975E-03,8.71062E+02
1413,1.06964E-03,8.70955E+02
1414,1.06953E-03,8.70848E+02
1415,1.06942E-03,8.70741E+02
1416,1.06931E-03,8.70634E+02
1417,1.06919E-03,8.70527E+02
1418,1.06908E-03,8.70420E+02
1419,1.06897E-03,8.70314E+02
1420,1.06886E-03,8.70207E+02
1421,1.06874E-03,8.70100E+02
1422,1.06863E-03,8.69993E+02
1423,1.06852E-03,8.69886E+02
1424,1.06841E-03,8.69779E+02
1425,1.06830E-03,8.69672E+02
1426,1.06819E-03,8.69566E+02
1427,1.06807E-03,8.69459E+02
1428,1.06796E-03,8.69352E+02
1429,1.06785E-03,8.69245E+02
1430,1.06774E-03,8.69138E+02
1431,1.06763E-03,8.69032E+02
1432,1.06751E-03,8.68925E+02
1433,1.06740E-03,8.68818E+02
1434,1.06729E-03,8.68711E+02
1435,1.06718E-03,8.68605E+02
1436,1.06707E-03,8.68498E+02
1437,1.06695E-03,8.68391E+02
1438,1.06684E-03,8.68284E+02
1439,1.06673E-03,8.68178E+02
1440,1.06662E-03,8.68071E+02
1441,1.06651E-03,8.67964E+02
1442,1.06640E-03,8.67858E+02
1443,1.06628E-03,8.67751E+02
1444,1.06617E-03,8.67644E+02
1445,1.06606E-03,8.67538E+02
1446,1.06595E-03,8.67431E+02
1447,1.06584E-03,8.67325E+02
1448,1.06573E-03,8.67218E+02
1449,1.06561E-03,8.67112E+02
1450,1.06550E-03,8.67005E+02
1451,1.06539E-03,8.66898E+02
1452,1.06528E-03,8.66792E+02
1453,1.06517E-03,8.66685E+02
1454,1.06506E-03,8.66579E+02
1455,1.06494E-03,8.66472E+02
1456,1.06483E-03,8.66366E+02
1457,1.06472E-03,8.66259E+02
1458,1.06461E-03,8.66153E+02
1459,1.06450E-03,8.66046E+02
1460,1.06439E-03,8.65940E+02
1461,1.06427E-03,8.65834E+02
1462,1.06416E-03,8.65727E+02
1463,1.06405E-03,8.65621E+02
1464,1.06394E-03,8.65514E+02
1465,1.06383E-03,8.65408E+02
1466,1.06372E-03,8.65301E+02
1467,1.06361E-03,8.65195E+02
1468,1.06349E-03,8.65089E+02
1469,1.06338E-03,8.64982E+02
1470,1.06327E-03,8.64876E+02
1471,1.06316E-03,8.64770E+02
1472,1.06305E-03,8.64663E+02
1473,1.06294E-03,8.64557E+02
1474,1.06283E-03,8.64451E+02
1475,1.06271E-03,8.64345E+02
1476,1.06260E-03,8.64238E+02
1477,1.06249E-03,8.64132E+02
1478,1.06238E-03,8.64026E+02
1479,1.06227E-03,8.63920E+02
1480,1.06216E-03,8.63813E+02
1481,1.06205E-03,8.63707E+02
1482,1.06193E-03,8.63601E+02
1483,1.06182E-03,8.63495E+02
1484,1.06171E-03,8.63389E+02
1485,1.06160E-03,8.63282E+02
1486,1.06149E-03,8.63176E+02
1487,1.06138E-03,8.63070E+02
1488,1.06127E-03,8.62964E+02
1489,1.06116E-03,8.62858E+02
1490,1.06104E-03,8.62752E+02
1491,1.06093E-03,8.62646E+02
1492,1.06082E-03,8.62539E+02
1493,1.06071E-03,8.62433E+02
1494,1.06060E-03,8.62327E+02
1495,1.06049E-03,8.62221E+02
1496,1.06038E-03,8.62115E+02
1497,1.06027E-03,8.62009E+02
1498,1.06016E-03,8.61903E+02
1499,1.06004E-03,8.61797E+02
1500,1.05993E-03,8.61691E+02
1501,1.05982E-03,8.61585E+02
1502,1.05971E-03,8.61479E+02
1503,1.05960E-03,8.61373E+02
1504,1.05949E-03,8.61267E+02
1505,1.05938E-03,8.61161E+02
1506,1.05927E-03,8.61055E+02
1507,1.05916E-03,8.60949E+02
1508,1.05905E-03,8.60843E+02
1509,1.05893E-03,8.60738E+02
1510,1.05882E-03,8.60632E+02
1511,1.05871E-03,8.60526E+02
1512,1.05860E-03,8.60420E+02
1513,1.05849E-03,8.60314E+02
1514,1.05838E-03,8.60208E+02
1515,1.05827E-03,8.60102E+02
1516,1.05816E-03,8.59997E+02
1517,1.05805E-03,8.59891E+02
